Program_Combo,ID,Count
"A25590A - Information Technology/Network Administration, A40350 - Mechatronics Engineering Technology",['2886175'],1
"A25590A - Information Technology/Network Administration, A50210 - Computer-Integrated Machining, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C18 - Information Technology Basics Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C8 - Information Technology/Cisco Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate, C50210C1 - Computer-Integrated Machining/Basic Machining Certificate",['3007874'],1
"A10100 - Associate in Arts, A55220C - Early Childhood Education/Non_Teaching Licensure Transfer, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat",['1492082'],1
"A25590A - Information Technology/Network Administration, C25590C10 - Information Technology/Linux Certificate, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C18 - Information Technology Basics Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C8 - Information Technology/Cisco Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2992400'],1
"A25590A - Information Technology/Network Administration, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C18 - Information Technology Basics Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C8 - Information Technology/Cisco Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2985954'],1
"A25590A - Information Technology/Network Administration, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C18 - Information Technology Basics Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C36 - Information Technology/CompTIA Essentials Certificate, C25590C8 - Information Technology/Cisco Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate, C35140C4 - Building Construction Technology/General Maint Certificate",['2956175'],1
"A10100 - Associate in Arts, A55220G - Early Childhood Education/General Early Childhood Education, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55290 - Infant/Toddler Care (Certificate), C55850 - Early Childhood Administration, C55860 - Early Childhood Preschool",['2644002'],1
"A25590A - Information Technology/Network Administration, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C18 - Information Technology Basics Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2963201'],1
"A25590A - Information Technology/Network Administration, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C18 - Information Technology Basics Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate, D55140 - Cosmetology Diploma",['2971715'],1
"A25590A - Information Technology/Network Administration, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C8 - Information Technology/Cisco Networking Certificate",['2666800'],1
"A25590A - Information Technology/Network Administration, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2489586'],1
"A25590A - Information Technology/Network Administration, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C8 - Information Technology/Cisco Networking Certificate",['2953011'],1
"A25590A - Information Technology/Network Administration, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate",['2996543'],1
"A25590A - Information Technology/Network Administration, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate",['2989959'],1
"A10100 - Associate in Arts, A55220G - Early Childhood Education/General Early Childhood Education, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat",['2750737'],1
"A25590A - Information Technology/Network Administration, C25590C9 - Information Technology/Computer Technologies Certificate",['2734821'],1
"A25590A - Information Technology/Network Administration, C25590H5 - Information Technology/Network Defense Specialist Cert, C25590H9 - Information Technology/Cisco Entry Networking Certificate",['2983327'],1
"A25590B - Information Technology/Database Management, A25590C - Information Technology/Computer Programming & Development",['2822661'],1
"A25590B - Information Technology/Database Management, A25590C - Information Technology/Computer Programming & Development, C25590C37 - Information Technology/Business Intelligence Certificate, C25800C9 - Accounting and Finance/Analytics Certificate",['2582190'],1
"A25590B - Information Technology/Database Management, A25590D - Information Technology/Digital Media Technology",['695610'],1
"A25590B - Information Technology/Database Management, A25590P - Information Technology/PC Support & Services, C25590C11 - Information Technology/Hardware and Software Certificate, C25590C13 - Information Technology/Microsoft Desktop Support Certificate, C25590C18 - Information Technology Basics Certificate, C25590C5 - Information Technology/Database Programming Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2497708'],1
"A10100 - Associate in Arts, A55220G - Early Childhood Education/General Early Childhood Education, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55220C7 - Early Childhood Education/Special Education Certificate",['2826237'],1
"A25590B - Information Technology/Database Management, C25590C16 - Information Technology/Cyber Crime Analysis Certificate",['2640881'],1
"A25590B - Information Technology/Database Management, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55290 - Infant/Toddler Care (Certificate), C55850 - Early Childhood Administration, C55860 - Early Childhood Preschool",['2781736'],1
"A25590C - Information Technology/Computer Programming & Development, A25590D - Information Technology/Digital Media Technology",['2992842'],1
"A25590C - Information Technology/Computer Programming & Development, A25590I - Information Technology/User Interface and Experience Design",['2962404'],1
"A25590C - Information Technology/Computer Programming & Development, A25590P - Information Technology/PC Support & Services, C25590C11 - Information Technology/Hardware and Software Certificate, C25590C13 - Information Technology/Microsoft Desktop Support Certificate, C25590C18 - Information Technology Basics Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C36 - Information Technology/CompTIA Essentials Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2828894'],1
"A10100 - Associate in Arts, A55220G - Early Childhood Education/General Early Childhood Education, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55290 - Infant/Toddler Care (Certificate), C55860 - Early Childhood Preschool",['2887691'],1
"A25590C - Information Technology/Computer Programming & Development, A25590S - Information Technology/Systems Security & Analysis, C25590C10 - Information Technology/Linux Certificate, C25590C15 - Information Technology/Cyber Crime Fundamentals Certificate, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate",['2659618'],1
"A25590C - Information Technology/Computer Programming & Development, A25590S - Information Technology/Systems Security & Analysis, C25590C16 - Information Technology/Cyber Crime Analysis Certificate",['2971760'],1
"A10100 - Associate in Arts, A55220G - Early Childhood Education/General Early Childhood Education, C55220C7 - Early Childhood Education/Special Education Certificate, C55850 - Early Childhood Administration",['2925436'],1
"A25590C - Information Technology/Computer Programming & Development, A25590S - Information Technology/Systems Security & Analysis, C25590C29 - Information Technology/Cloud Management Certificate, C25590C8 - Information Technology/Cisco Networking Certificate",['2500798'],1
"A25590C - Information Technology/Computer Programming & Development, A25590U - Information Technology/Cloud Management, C25590C1 - Information Technology/Java Programming Certificate, C25590C10 - Information Technology/Linux Certificate, C25590C18 - Information Technology Basics Certificate, C25590C2 - Information Technology/C# Programming Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C29 - Information Technology/Cloud Management Certificate, C25590C5 - Information Technology/Database Programming Certificate",['2969570'],1
"A10100 - Associate in Arts, A55260 - Funeral Service Education",['2887800'],1
"A25590C - Information Technology/Computer Programming & Development, A25700B - Intelligence Studies/Geospatial Intelligence, C25590C37 - Information Technology/Business Intelligence Certificate",['2882197'],1
"A25590C - Information Technology/Computer Programming & Development, A25800A - Accounting and Finance/Accounting",['3012865'],1
"A25590C - Information Technology/Computer Programming & Development, A30100 - Graphic Design, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C2 - Graphic Design/Graphic Design Basics Certificate, C30100C4 - Graphic DesignAdobe Applications Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",['2961661'],1
"A25590C - Information Technology/Computer Programming & Development, A45630 - Health and Fitness Science",['3015601'],1
"A25590C - Information Technology/Computer Programming & Development, A55220G - Early Childhood Education/General Early Childhood Education, C55220C7 - Early Childhood Education/Special Education Certificate",['2503136'],1
"A10100 - Associate in Arts, A55260 - Funeral Service Education, D55260 - Funeral Service Education/NC Funeral Director",['2949726'],1
"A25590C - Information Technology/Computer Programming & Development, C25590C1 - Information Technology/Java Programming Certificate, C25590C18 - Information Technology Basics Certificate, C25590C5 - Information Technology/Database Programming Certificate",['2945479'],1
"A10100 - Associate in Arts, A55480L - Public Safety Administration/Law Enforcement Services",['3009733'],1
"A25590C - Information Technology/Computer Programming & Development, C25590C17 - Information Technology/Cyber Security Operations Certificate",['2497936'],1
"A25590C - Information Technology/Computer Programming & Development, C25590C18 - Information Technology Basics Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C29 - Information Technology/Cloud Management Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['3003378'],1
"A10100 - Associate in Arts, A60130 - Collision Repair and Refinishing Technology, A60160 - Automotive Systems Technology, C60130C2 - Collision Repair and Refinishing Technology/Estimating Cert, C60130C3 - Collision Repair & Ref/Non-Structural & Refinishing Cert., C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert",['2945546'],1
"A25590C - Information Technology/Computer Programming & Development, C25590C8 - Information Technology/Cisco Networking Certificate",['3004702'],1
"A25590D - Information Technology/Digital Media Technology, A25590E - Information Technology/MultiMedia & Interact Entertainment, A25590I - Information Technology/User Interface and Experience Design, C25590C30 - Information Technology/Audio and Video Editing Certificate, C25590C32 - Information Technology/UI-UX Certificate, C25590C4 - Information Technology/Digital Media Basics Certificate",['2815273'],1
"A25590D - Information Technology/Digital Media Technology, A25590I - Information Technology/User Interface and Experience Design, A30100 - Graphic Design",['2960908'],1
"A10100 - Associate in Arts, A60130 - Collision Repair and Refinishing Technology, C60130C2 - Collision Repair and Refinishing Technology/Estimating Cert",['2982458'],1
"A25590D - Information Technology/Digital Media Technology, A25590I - Information Technology/User Interface and Experience Design, C25590C4 - Information Technology/Digital Media Basics Certificate",['2682452'],1
"A25590D - Information Technology/Digital Media Technology, A25590S - Information Technology/Systems Security & Analysis",['2932377'],1
"A25590D - Information Technology/Digital Media Technology, A25590S - Information Technology/Systems Security & Analysis, C25590C17 - Information Technology/Cyber Security Operations Certificate",['2818147'],1
"A25590D - Information Technology/Digital Media Technology, A30100 - Graphic Design, C30100C2 - Graphic Design/Graphic Design Basics Certificate, C30100C4 - Graphic DesignAdobe Applications Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",['2961230'],1
"A25590D - Information Technology/Digital Media Technology, C25590C30 - Information Technology/Audio and Video Editing Certificate",['2897708'],1
"A25590D - Information Technology/Digital Media Technology, C25590C30 - Information Technology/Audio and Video Editing Certificate, C25590C32 - Information Technology/UI-UX Certificate, C25590C4 - Information Technology/Digital Media Basics Certificate",['806094'],1
"A10100 - Associate in Arts, A60130 - Collision Repair and Refinishing Technology, C60130C2 - Collision Repair and Refinishing Technology/Estimating Cert, C60130C3 - Collision Repair & Ref/Non-Structural & Refinishing Cert., C60130C4 - Collision Repair and Refinishing Technology/Structural Cert",['2973165'],1
"A25590D - Information Technology/Digital Media Technology, C25590C4 - Information Technology/Digital Media Basics Certificate",['2963209'],1
"A25590D - Information Technology/Digital Media Technology, C25590C7 - Information Technology/Digital Animation Certificate",['2988239'],1
"A25590D - Information Technology/Digital Media Technology, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",['2942191'],1
"A25590D - Information Technology/Digital Media Technology, C30100C2 - Graphic Design/Graphic Design Basics Certificate",['2962304'],1
"A25590D - Information Technology/Digital Media Technology, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",['2920544'],1
"A25590D - Information Technology/Digital Media Technology, C55490 - Elementary Education Residency Licensure",['2954338'],1
"A25590I - Information Technology/User Interface and Experience Design, A25590U - Information Technology/Cloud Management",['2778105'],1
"A25590I - Information Technology/User Interface and Experience Design, A30100 - Graphic Design, C25590C32 - Information Technology/UI-UX Certificate, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",['2866126'],1
"A10100 - Associate in Arts, C25110C3 - Hospitality Management/Hotel & Lodging Mgt Certificate",['2473823'],1
"A25590I - Information Technology/User Interface and Experience Design, C25590C32 - Information Technology/UI-UX Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate",['2501582'],1
"A25590N - Information Technology/Network Management, A25590P - Information Technology/PC Support & Services, C25590C34 - Information Technology/Digital Marketing Technology Cert, C25590C8 - Information Technology/Cisco Networking Certificate",['2877828'],1
"A10100 - Associate in Arts, C25120C10 - Business Administration /Business Foundations Certificate",['2945793'],1
"A25590N - Information Technology/Network Management, A25590S - Information Technology/Systems Security & Analysis, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C18 - Information Technology Basics Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C8 - Information Technology/Cisco Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2984860'],1
"A25590N - Information Technology/Network Management, A25590S - Information Technology/Systems Security & Analysis, C25590C8 - Information Technology/Cisco Networking Certificate",['2620756'],1
"A25590N - Information Technology/Network Management, C25590C1 - Information Technology/Java Programming Certificate, C25590C13 - Information Technology/Microsoft Desktop Support Certificate, C25590C15 - Information Technology/Cyber Crime Fundamentals Certificate, C25590C16 - Information Technology/Cyber Crime Analysis Certificate, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C27 - Information Technology/Intro To iOS Devel Using Swift Cert, C25590C29 - Information Technology/Cloud Management Certificate, C25590C31 - Information Technology/Microsoft Server Administration Cert",['2636546'],1
"A25590N - Information Technology/Network Management, C25590C12 - Information Technology/Microsoft Networking Certificate",['2846068'],1
"A25590N - Information Technology/Network Management, C25590C18 - Information Technology Basics Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2855023'],1
"A25590N - Information Technology/Network Management, C25590C8 - Information Technology/Cisco Networking Certificate",['2998867'],1
"A25590N - Information Technology/Network Management, C60130C2 - Collision Repair and Refinishing Technology/Estimating Cert, C60130C3 - Collision Repair & Ref/Non-Structural & Refinishing Cert., C60130C4 - Collision Repair and Refinishing Technology/Structural Cert, C60130C5 - Basic Collision Repair & Refinishing Technology Certificate, D60130D1 - Collision Repair and Refinishing Technology Diploma",['2977222'],1
"A25590P - Information Technology/PC Support & Services, A25590S - Information Technology/Systems Security & Analysis, C25590C1 - Information Technology/Java Programming Certificate",['2960699'],1
"A25590P - Information Technology/PC Support & Services, A25590S - Information Technology/Systems Security & Analysis, C25590C11 - Information Technology/Hardware and Software Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate",['995269'],1
"A25590P - Information Technology/PC Support & Services, A40350 - Mechatronics Engineering Technology",['2583053'],1
"A25590P - Information Technology/PC Support & Services, A45630 - Health and Fitness Science",['2897659'],1
"A25590P - Information Technology/PC Support & Services, A55220G - Early Childhood Education/General Early Childhood Education, C25590C38 - Information Technology/Support Technology Specialist Cert, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat",['2897107'],1
"A10100 - Associate in Arts, C25120C11 - Business Administration/Small Business Operations Cert",['2667661'],1
"A10100 - Associate in Arts, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['657511'],1
"A10100 - Associate in Arts, C25120C12 - Business Administration /Entrepreneurship Certificate",['2987269'],1
"A25590P - Information Technology/PC Support & Services, C25590C11 - Information Technology/Hardware and Software Certificate, C25590C13 - Information Technology/Microsoft Desktop Support Certificate, C25590C18 - Information Technology Basics Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate",['2847034'],1
"A10100 - Associate in Arts, C25120C13 - Business Administration /E-Marketing Certificate",['2860850'],1
"A25590P - Information Technology/PC Support & Services, C25590C36 - Information Technology/CompTIA Essentials Certificate",['2991991'],1
"A10100 - Associate in Arts, C25120H1 - Business Administration, P1012C - College Transfer Pathway",['2983776'],1
"A25590S - Information Technology/Systems Security & Analysis, A25590U - Information Technology/Cloud Management, C25590C17 - Information Technology/Cyber Security Operations Certificate",['2990529'],1
"A25590S - Information Technology/Systems Security & Analysis, A25590U - Information Technology/Cloud Management, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C18 - Information Technology Basics Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C29 - Information Technology/Cloud Management Certificate, C25590C5 - Information Technology/Database Programming Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2987246'],1
"A25590S - Information Technology/Systems Security & Analysis, A25590U - Information Technology/Cloud Management, C25590C18 - Information Technology Basics Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C29 - Information Technology/Cloud Management Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2934189'],1
"A25590S - Information Technology/Systems Security & Analysis, A25590U - Information Technology/Cloud Management, C25590C21 - Information Technology/Network Defense Spec Certificate",['2979919'],1
"A25590S - Information Technology/Systems Security & Analysis, A25620G - Supply Chain Management/Global Logistics Technology",['220027'],1
"A10100 - Associate in Arts, C25310C3 - Medical Office Administration/Dental Office Spec Certificate, C45630C1 - Health and Fitness Science/Health and Wellness Mgt Cert",['2860844'],1
"A25590S - Information Technology/Systems Security & Analysis, A25700B - Intelligence Studies/Geospatial Intelligence, C25590C21 - Information Technology/Network Defense Spec Certificate",['2930898'],1
"A25590S - Information Technology/Systems Security & Analysis, A30100 - Graphic Design, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C2 - Graphic Design/Graphic Design Basics Certificate, C30100C4 - Graphic DesignAdobe Applications Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",['2613286'],1
"A25590S - Information Technology/Systems Security & Analysis, A35100 - Air Conditioning, Heating & Refrigeration Technology, C25590C21 - Information Technology/Network Defense Spec Certificate, C35100 - Basic A/C, Heating & Refrigeration",['2997604'],1
"A25590S - Information Technology/Systems Security & Analysis, A35130 - Electrical Systems Technology, C25590C1 - Information Technology/Java Programming Certificate",['2877274'],1
"A25590S - Information Technology/Systems Security & Analysis, A45700 - Radiography",['2961837'],1
"A25590S - Information Technology/Systems Security & Analysis, A45720 - Respiratory Therapy",['3003748'],1
"A25590S - Information Technology/Systems Security & Analysis, A50210 - Computer-Integrated Machining, C50210C1 - Computer-Integrated Machining/Basic Machining Certificate",['3002150'],1
"A25590S - Information Technology/Systems Security & Analysis, A50240 - Industrial Systems Technology, C25590C21 - Information Technology/Network Defense Spec Certificate, C50240C2 - Industrial Systems Technology/Mechanical Maintenance Cert",['2951258'],1
"A25590S - Information Technology/Systems Security & Analysis, A55180 - Criminal Justice Technology, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",['2871561'],1
"A25590S - Information Technology/Systems Security & Analysis, A5518C - Criminal Justice Technology Forensic Science, C25590C36 - Information Technology/CompTIA Essentials Certificate, C5518CC1 - Criminal Justice Technology Forensic Science Certificate",['2974749'],1
"A25590S - Information Technology/Systems Security & Analysis, C25450C2 - Simulation and Game Development/Interactive 3D Certificate, C25450C3 - Simulation and Game Development/Sg Programming Cert",['2897669'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C1 - Information Technology/Java Programming Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C36 - Information Technology/CompTIA Essentials Certificate",['2933834'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C10 - Information Technology/Linux Certificate, C25590C15 - Information Technology/Cyber Crime Fundamentals Certificate, C25590C16 - Information Technology/Cyber Crime Analysis Certificate",['2679052'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C15 - Information Technology/Cyber Crime Fundamentals Certificate",['2999852'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C16 - Information Technology/Cyber Crime Analysis Certificate",['2984956'],1
"A10100 - Associate in Arts, C25590C11 - Information Technology/Hardware and Software Certificate",['2986075'],1
"A10100 - Associate in Arts, C25590C17 - Information Technology/Cyber Security Operations Certificate",['2987325'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C18 - Information Technology Basics Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2851815'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C18 - Information Technology Basics Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2894325'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C2 - Information Technology/C# Programming Certificate, C25590C36 - Information Technology/CompTIA Essentials Certificate",['2996728'],1
"A10100 - Associate in Arts, C25590C2 - Information Technology/C# Programming Certificate",['2955400'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C8 - Information Technology/Cisco Networking Certificate",['2575090'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C2 - Information Technology/C# Programming Certificate",['1533465'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C2 - Information Technology/C# Programming Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C36 - Information Technology/CompTIA Essentials Certificate",['1303640'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C2 - Information Technology/C# Programming Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C27 - Information Technology/Intro To iOS Devel Using Swift Cert, C25590C3 - Information Technology/Mobile Application Development Cert",['2955297'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C2 - Information Technology/C# Programming Certificate, C25590C27 - Information Technology/Intro To iOS Devel Using Swift Cert, C25590C3 - Information Technology/Mobile Application Development Cert",['2947686'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C2 - Information Technology/C# Programming Certificate, C25590C36 - Information Technology/CompTIA Essentials Certificate",['2830770'],1
"A10100 - Associate in Arts, C25590C30 - Information Technology/Audio and Video Editing Certificate, C25590C4 - Information Technology/Digital Media Basics Certificate",['2845643'],1
"A10100 - Associate in Arts, C25590C7 - Information Technology/Digital Animation Certificate",['2988510'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C8 - Information Technology/Cisco Networking Certificate",['2802397'],1
"A10100 - Associate in Arts, C25590H5 - Information Technology/Network Defense Specialist Cert, P1012C - College Transfer Pathway",['2985315'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C36 - Information Technology/CompTIA Essentials Certificate",['2940297'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C8 - Information Technology/Cisco Networking Certificate",['2599427'],1
"A25590S - Information Technology/Systems Security & Analysis, C25590C9 - Information Technology/Computer Technologies Certificate",['2613950'],1
"A25590S - Information Technology/Systems Security & Analysis, C35300C1 - Plumbing (Diploma)/Basic Plumbing Certificate, D35300 - Plumbing (Diploma)",['2956922'],1
"A25590U - Information Technology/Cloud Management, A35130 - Electrical Systems Technology",['2980827'],1
"A25590U - Information Technology/Cloud Management, A50210 - Computer-Integrated Machining, C50210C1 - Computer-Integrated Machining/Basic Machining Certificate",['2766607'],1
"A25590U - Information Technology/Cloud Management, A60130 - Collision Repair and Refinishing Technology, C60130C2 - Collision Repair and Refinishing Technology/Estimating Cert, C60130C4 - Collision Repair and Refinishing Technology/Structural Cert, C60130C5 - Basic Collision Repair & Refinishing Technology Certificate",['1384380'],1
"A25590U - Information Technology/Cloud Management, C25590C10 - Information Technology/Linux Certificate",['2980028'],1
"A25590U - Information Technology/Cloud Management, C25590C10 - Information Technology/Linux Certificate, C25590C8 - Information Technology/Cisco Networking Certificate",['2965424'],1
"A25590U - Information Technology/Cloud Management, C25590C17 - Information Technology/Cyber Security Operations Certificate",['2630366'],1
"A25590U - Information Technology/Cloud Management, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C18 - Information Technology Basics Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C29 - Information Technology/Cloud Management Certificate, C25590C7 - Information Technology/Digital Animation Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2981243'],1
"A25590U - Information Technology/Cloud Management, C25590C18 - Information Technology Basics Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C29 - Information Technology/Cloud Management Certificate, C25590C36 - Information Technology/CompTIA Essentials Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2496496'],1
"A10100 - Associate in Arts, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert",['2838830'],1
"A25590U - Information Technology/Cloud Management, C25590C18 - Information Technology Basics Certificate, C25590C29 - Information Technology/Cloud Management Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2998730'],1
"A25590U - Information Technology/Cloud Management, C25590C20 - Information Technology/Python Programming Certificate",['2558195'],1
"A10100 - Associate in Arts, C25620C3 - Supply Chain Management/Supply Chain Analytics Certificate",['2549342'],1
"A25590U - Information Technology/Cloud Management, C25590C29 - Information Technology/Cloud Management Certificate, C25590C36 - Information Technology/CompTIA Essentials Certificate",['2916782'],1
"A25620D - Supply Chain Management/Distribution Management, A25620G - Supply Chain Management/Global Logistics Technology, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert",['2604092'],1
"A25620D - Supply Chain Management/Distribution Management, A25620T - Supply Chain Management/Truck Operations Management, C25620C2 - Supply Chain Management/Trucking Logistics Foundations Cert",['2943212'],1
"A25620D - Supply Chain Management/Distribution Management, A55220 - Early Childhood Education",['2526633'],1
"A25620D - Supply Chain Management/Distribution Management, A60160 - Automotive Systems Technology, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert",['2770642'],1
"A10100 - Associate in Arts, C25800H1 - Accounting and Finance, P1012C - College Transfer Pathway",['2984645'],1
"A25620G - Supply Chain Management/Global Logistics Technology, A30100 - Graphic Design, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C2 - Graphic Design/Graphic Design Basics Certificate, C30100C4 - Graphic DesignAdobe Applications Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",['2545979'],1
"A25620G - Supply Chain Management/Global Logistics Technology, C25120C10 - Business Administration /Business Foundations Certificate",['2526390'],1
